road_id,road_name,state,rainfall_last_1h,rainfall_last_24h,forecast_rainfall_6h,forecast_rainfall_12h,forecast_rainfall_24h,severe_weather_flag,historical_incident_count,historical_landslide_count,historical_flood_count,previous_road_closures,road_condition_score,elevation,slope,recent_incident_count,recent_incident_severity_score,current_risk_score,disrupted
9,NH-54 Aizawl Ridge,Mizoram,1.8,8.6,0.2,0.4,0.7,False,1,1,0,1,81.0,1413.1,30.1,0,0.0,21.9,0
12,NH-27S Haflong Hill,Assam,13.2,117.6,50.7,76.2,166.0,True,5,2,3,0,54.8,1043.0,28.1,0,0.0,41.4,1
9,NH-54 Aizawl Ridge,Mizoram,24.5,68.3,67.5,113.3,178.2,True,5,5,0,2,47.9,1076.5,33.3,0,0.0,37.5,0
10,NH-08 Tripura Central,Tripura,26.6,120.2,0.5,1.1,2.5,True,3,0,3,0,47.8,50.0,6.5,4,95.0,56.3,1
3,NH-229 Sela Pass,Arunachal Pradesh,2.9,11.2,2.7,5.5,11.0,False,11,7,4,3,100.0,3755.1,42.5,0,0.0,39.7,1
2,NH-13 Trans-Arunachal,Arunachal Pradesh,57.8,187.8,6.2,12.7,18.8,True,4,4,0,3,44.3,1673.6,33.1,0,0.0,51.3,1
4,NH-06 Meghalaya Corridor,Meghalaya,0.9,4.8,3.7,7.4,14.8,False,3,2,1,0,31.8,1590.5,26.5,0,0.0,15.0,0
9,NH-54 Aizawl Ridge,Mizoram,1.1,4.1,0.2,0.4,0.7,False,4,4,0,2,31.9,1020.7,33.4,0,0.0,20.3,0
5,SH-05 Cherrapunjee Highland,Meghalaya,2.1,14.9,0.0,0.1,0.1,False,5,5,0,1,100.0,1466.4,27.5,0,0.0,33.5,0
1,NH-27 Assam Arterial,Assam,12.5,47.2,77.5,118.4,209.4,True,1,1,0,0,18.7,341.7,18.9,4,45.0,29.3,1
10,NH-08 Tripura Central,Tripura,1.0,7.6,0.7,1.5,2.9,False,0,0,0,0,47.2,273.8,6.0,0,0.0,9.8,0
11,NH-10 Teesta River Canyon,Sikkim,11.8,31.6,33.9,50.1,101.8,True,8,3,5,0,55.2,2054.7,41.9,1,75.0,47.7,0
8,NH-29 Kohima Mountain,Nagaland,5.8,48.2,3.1,5.7,9.4,False,3,2,1,0,47.9,1544.0,40.0,0,0.0,28.8,0
8,NH-29 Kohima Mountain,Nagaland,0.6,2.6,1.3,2.6,5.3,False,7,2,5,2,88.1,1353.9,34.3,0,0.0,24.6,0
5,SH-05 Cherrapunjee Highland,Meghalaya,13.9,63.9,32.2,66.9,96.6,True,9,1,8,1,77.0,1505.3,26.9,0,0.0,31.7,1
1,NH-27 Assam Arterial,Assam,5.5,33.6,51.4,75.3,130.7,True,1,0,1,2,28.8,50.0,17.9,0,0.0,14.6,0
6,NH-02 Imphal Lifeline,Manipur,12.0,100.8,4.9,10.9,22.2,True,1,1,0,1,59.3,909.5,18.9,1,95.0,58.6,1
7,NH-102 Moreh Border,Manipur,2.8,11.3,0.2,0.5,0.9,False,0,0,0,0,74.5,810.2,21.8,0,0.0,17.8,0
10,NH-08 Tripura Central,Tripura,23.1,67.3,16.1,26.6,61.3,False,4,2,2,1,79.4,50.0,4.0,3,45.0,41.4,0
5,SH-05 Cherrapunjee Highland,Meghalaya,25.2,74.2,23.5,38.7,84.0,False,3,1,2,3,66.1,1230.4,33.2,4,45.0,44.6,0
5,SH-05 Cherrapunjee Highland,Meghalaya,2.0,7.5,4.0,7.9,18.5,False,9,7,2,0,78.4,1221.3,49.3,1,45.0,48.4,0
2,NH-13 Trans-Arunachal,Arunachal Pradesh,2.3,12.8,30.8,47.0,80.8,True,5,3,2,1,18.6,1717.1,23.5,2,75.0,34.8,1
8,NH-29 Kohima Mountain,Nagaland,3.6,13.5,4.0,8.0,16.0,False,3,3,0,0,75.9,1299.4,27.6,0,0.0,25.6,1
2,NH-13 Trans-Arunachal,Arunachal Pradesh,0.2,1.2,1.1,2.2,4.4,False,9,4,5,0,68.8,1644.2,34.9,0,0.0,25.5,1
12,NH-27S Haflong Hill,Assam,9.2,48.5,30.1,43.1,66.4,False,6,2,4,0,70.7,1162.8,29.0,0,0.0,30.1,1
5,SH-05 Cherrapunjee Highland,Meghalaya,0.5,3.2,0.9,1.7,3.4,False,8,3,5,3,88.0,1257.3,37.0,0,0.0,27.2,1
8,NH-29 Kohima Mountain,Nagaland,1.1,3.9,0.0,0.0,0.0,False,3,3,0,3,37.7,1834.3,32.4,0,0.0,18.9,0
1,NH-27 Assam Arterial,Assam,7.4,18.9,53.3,78.4,126.5,True,2,2,0,0,33.0,137.7,2.0,2,75.0,31.9,1
4,NH-06 Meghalaya Corridor,Meghalaya,7.6,51.4,22.2,48.0,98.0,True,6,3,3,0,49.2,1539.3,19.4,4,75.0,46.3,1
5,SH-05 Cherrapunjee Highland,Meghalaya,10.0,40.2,6.7,15.6,23.2,False,7,7,0,2,50.9,1506.5,31.2,1,45.0,47.2,1
6,NH-02 Imphal Lifeline,Manipur,22.4,57.5,14.3,28.8,52.2,False,1,1,0,0,55.6,971.0,25.4,0,0.0,26.9,0
10,NH-08 Tripura Central,Tripura,43.3,151.9,0.9,2.2,3.5,True,5,0,5,1,46.7,50.0,12.7,3,45.0,50.8,1
1,NH-27 Assam Arterial,Assam,17.5,98.1,51.2,85.3,140.4,True,1,1,0,0,88.7,94.2,5.4,1,45.0,47.3,1
1,NH-27 Assam Arterial,Assam,1.1,8.3,36.7,52.9,129.2,True,0,0,0,0,36.0,147.1,3.6,4,45.0,19.0,1
5,SH-05 Cherrapunjee Highland,Meghalaya,4.0,10.7,2.8,5.0,7.6,True,6,6,0,1,44.1,1490.4,33.8,0,0.0,27.5,0
2,NH-13 Trans-Arunachal,Arunachal Pradesh,2.7,15.3,3.4,6.9,13.8,False,3,3,0,0,55.0,1781.4,34.9,0,0.0,24.3,1
12,NH-27S Haflong Hill,Assam,8.0,35.0,16.0,23.6,55.3,False,3,0,3,2,30.2,886.4,30.4,0,0.0,17.6,0
8,NH-29 Kohima Mountain,Nagaland,0.9,3.2,20.9,31.3,52.5,False,8,5,3,1,34.7,1570.6,34.5,3,45.0,34.0,0
7,NH-102 Moreh Border,Manipur,0.2,0.9,2.0,3.0,6.5,False,2,2,0,1,43.6,444.7,14.5,3,45.0,24.9,0
1,NH-27 Assam Arterial,Assam,3.5,9.5,7.1,12.3,17.8,True,1,0,1,2,48.4,124.7,8.4,2,75.0,29.6,1
6,NH-02 Imphal Lifeline,Manipur,0.5,2.0,0.2,0.5,0.9,False,1,1,0,0,61.8,890.9,15.6,1,45.0,26.0,0
11,NH-10 Teesta River Canyon,Sikkim,10.0,35.7,20.5,40.7,71.8,False,8,5,3,3,78.3,1864.4,44.3,4,45.0,49.0,1
4,NH-06 Meghalaya Corridor,Meghalaya,82.7,221.2,11.6,18.6,29.3,True,7,2,5,1,72.9,1392.1,40.6,0,0.0,53.1,1
6,NH-02 Imphal Lifeline,Manipur,3.4,22.2,27.3,49.5,95.1,True,3,3,0,1,17.8,862.2,12.6,0,0.0,15.6,0
7,NH-102 Moreh Border,Manipur,42.7,227.6,7.8,16.3,37.8,True,0,0,0,0,43.7,717.4,18.6,2,45.0,51.5,1
11,NH-10 Teesta River Canyon,Sikkim,8.5,41.1,28.6,40.9,58.9,False,7,4,3,6,94.1,1994.1,46.1,4,45.0,50.8,1
10,NH-08 Tripura Central,Tripura,6.0,17.0,35.0,85.5,152.2,True,3,1,2,1,36.0,50.0,3.9,0,0.0,11.6,0
3,NH-229 Sela Pass,Arunachal Pradesh,1.4,13.7,3.4,8.4,16.8,False,6,3,3,2,38.8,3725.0,46.9,4,45.0,35.2,1
11,NH-10 Teesta River Canyon,Sikkim,16.3,63.8,9.2,18.4,36.9,False,12,2,10,4,94.1,1555.6,44.7,0,0.0,39.8,0
11,NH-10 Teesta River Canyon,Sikkim,0.2,1.0,2.4,4.7,9.4,False,10,2,8,3,65.7,2092.6,51.2,0,0.0,24.0,0
5,SH-05 Cherrapunjee Highland,Meghalaya,2.0,8.6,27.8,42.2,69.1,False,7,1,6,0,62.4,1401.6,27.2,3,95.0,42.3,1
11,NH-10 Teesta River Canyon,Sikkim,10.0,32.5,16.1,34.1,68.8,False,11,4,7,1,79.6,1714.2,49.6,3,95.0,60.1,0
10,NH-08 Tripura Central,Tripura,0.0,0.0,24.0,43.8,94.7,True,0,0,0,1,24.9,50.0,16.9,0,0.0,7.1,0
3,NH-229 Sela Pass,Arunachal Pradesh,0.0,0.0,2.0,4.0,8.0,False,12,9,3,5,92.2,3808.9,40.1,0,0.0,39.8,0
1,NH-27 Assam Arterial,Assam,1.2,7.4,6.3,12.7,25.3,False,2,2,0,0,31.4,50.0,2.0,0,0.0,10.6,0
1,NH-27 Assam Arterial,Assam,10.3,33.7,28.6,55.8,88.1,False,1,1,0,0,68.5,228.2,9.5,3,95.0,44.7,1
7,NH-102 Moreh Border,Manipur,18.3,67.2,0.7,1.3,2.5,False,3,2,1,1,29.4,695.3,16.3,0,0.0,25.1,0
4,NH-06 Meghalaya Corridor,Meghalaya,14.0,41.4,54.0,93.5,224.4,True,6,5,1,0,38.9,1404.0,22.2,0,0.0,28.5,1
7,NH-102 Moreh Border,Manipur,13.0,34.8,12.9,26.5,57.3,False,4,1,3,1,52.8,754.8,18.8,0,0.0,20.6,1
2,NH-13 Trans-Arunachal,Arunachal Pradesh,2.7,20.3,0.9,1.8,3.6,False,2,2,0,3,69.5,1948.1,25.9,0,0.0,23.7,0
3,NH-229 Sela Pass,Arunachal Pradesh,9.4,37.2,11.8,22.3,35.0,False,7,3,4,1,65.6,3833.3,54.9,4,45.0,44.5,0
12,NH-27S Haflong Hill,Assam,1.1,3.7,1.5,2.9,5.8,False,8,3,5,0,72.2,850.1,31.4,4,45.0,35.1,0
8,NH-29 Kohima Mountain,Nagaland,6.3,29.7,6.4,13.8,28.0,False,5,5,0,3,83.8,1469.5,35.2,1,75.0,54.3,0
12,NH-27S Haflong Hill,Assam,14.4,65.9,2.7,4.8,8.8,False,4,3,1,0,45.1,942.6,35.3,3,95.0,56.8,1
1,NH-27 Assam Arterial,Assam,3.9,10.2,13.2,21.3,42.3,False,2,2,0,0,32.2,99.7,4.6,4,45.0,23.0,0
2,NH-13 Trans-Arunachal,Arunachal Pradesh,4.3,14.4,2.4,4.1,8.0,False,2,2,0,1,18.4,1963.4,49.5,0,0.0,19.5,0
5,SH-05 Cherrapunjee Highland,Meghalaya,2.6,8.2,39.3,94.1,137.7,True,7,5,2,1,63.2,1269.8,41.0,1,95.0,53.0,1
11,NH-10 Teesta River Canyon,Sikkim,1.7,12.6,4.3,8.5,17.0,False,8,4,4,0,66.7,1641.5,51.8,3,95.0,54.3,1
6,NH-02 Imphal Lifeline,Manipur,7.2,48.7,0.3,0.6,1.0,True,5,5,0,1,46.3,920.8,27.6,4,75.0,51.0,1
6,NH-02 Imphal Lifeline,Manipur,33.6,95.4,45.8,69.7,113.0,True,3,1,2,0,58.3,1105.4,28.0,0,0.0,35.4,0
5,SH-05 Cherrapunjee Highland,Meghalaya,6.1,18.2,13.9,27.0,43.6,False,7,6,1,2,92.0,1241.0,42.3,3,75.0,56.6,0
10,NH-08 Tripura Central,Tripura,13.2,52.5,0.5,0.7,1.1,False,0,0,0,3,81.1,50.0,2.0,0,0.0,23.1,0
11,NH-10 Teesta River Canyon,Sikkim,0.3,2.4,0.4,0.8,1.5,False,10,9,1,2,77.0,1640.6,43.9,0,0.0,38.8,0
2,NH-13 Trans-Arunachal,Arunachal Pradesh,39.9,111.6,21.8,46.0,109.9,True,7,3,4,0,53.6,1318.9,42.7,3,75.0,63.7,1
10,NH-08 Tripura Central,Tripura,12.5,121.6,63.6,142.8,243.2,True,0,0,0,0,21.5,50.0,13.4,0,0.0,30.2,1
2,NH-13 Trans-Arunachal,Arunachal Pradesh,0.7,6.5,1.9,3.7,7.5,False,5,4,1,2,18.9,2082.3,42.9,0,0.0,20.7,0
6,NH-02 Imphal Lifeline,Manipur,1.2,6.1,0.0,0.1,0.2,False,1,1,0,0,54.6,979.5,24.6,0,0.0,16.3,0
9,NH-54 Aizawl Ridge,Mizoram,0.3,2.1,3.0,6.0,11.9,False,8,8,0,2,61.5,1373.8,41.8,2,75.0,52.8,0
3,NH-229 Sela Pass,Arunachal Pradesh,2.2,13.5,0.6,1.3,2.6,False,6,6,0,2,54.1,3906.6,45.0,0,0.0,31.8,0
11,NH-10 Teesta River Canyon,Sikkim,7.0,24.6,20.6,45.2,71.3,False,12,4,8,3,89.5,1815.9,44.8,3,75.0,54.0,1
5,SH-05 Cherrapunjee Highland,Meghalaya,0.8,3.2,6.2,12.4,24.8,False,3,3,0,4,94.0,1527.7,30.2,4,75.0,45.5,1
8,NH-29 Kohima Mountain,Nagaland,2.9,13.6,5.4,10.8,21.7,False,4,2,2,3,49.5,1346.9,24.5,0,0.0,19.1,0
12,NH-27S Haflong Hill,Assam,11.1,40.1,25.7,40.7,95.2,True,6,4,2,4,77.4,1134.3,30.5,4,95.0,57.5,1
8,NH-29 Kohima Mountain,Nagaland,38.7,96.8,14.7,26.6,57.7,True,2,2,0,1,48.0,1598.7,31.0,1,45.0,48.0,1
9,NH-54 Aizawl Ridge,Mizoram,1.3,5.6,1.0,2.0,4.0,False,6,2,4,1,18.8,1218.2,42.8,0,0.0,16.5,0
5,SH-05 Cherrapunjee Highland,Meghalaya,1.4,13.0,23.2,33.5,82.6,False,5,3,2,1,88.6,1349.9,35.8,4,75.0,47.8,1
11,NH-10 Teesta River Canyon,Sikkim,2.2,15.2,3.5,7.0,14.0,False,10,8,2,1,59.1,1735.4,53.5,0,0.0,37.9,1
6,NH-02 Imphal Lifeline,Manipur,12.1,47.0,5.2,10.5,21.0,False,4,1,3,4,38.8,673.4,27.3,0,0.0,22.7,1
1,NH-27 Assam Arterial,Assam,0.4,2.0,5.9,11.8,23.7,True,1,0,1,0,39.6,50.0,5.6,1,45.0,18.7,0
6,NH-02 Imphal Lifeline,Manipur,13.3,48.7,15.6,25.6,51.0,False,3,1,2,0,27.5,754.6,20.8,1,45.0,31.3,0
1,NH-27 Assam Arterial,Assam,3.8,16.3,0.3,0.5,1.0,False,2,2,0,0,31.2,151.0,14.8,0,0.0,14.9,0
11,NH-10 Teesta River Canyon,Sikkim,48.5,136.5,44.0,72.3,103.9,True,10,2,8,3,76.3,1270.7,43.8,0,0.0,51.5,1
10,NH-08 Tripura Central,Tripura,2.9,21.9,4.3,8.8,20.0,False,1,1,0,0,35.8,229.2,14.4,0,0.0,14.6,0
3,NH-229 Sela Pass,Arunachal Pradesh,3.6,18.9,0.0,0.0,0.1,False,7,5,2,0,52.8,3480.4,30.6,4,45.0,39.1,0
2,NH-13 Trans-Arunachal,Arunachal Pradesh,1.6,5.7,0.4,0.9,1.7,False,8,4,4,1,35.0,2168.0,37.4,0,0.0,21.9,0
11,NH-10 Teesta River Canyon,Sikkim,0.2,0.8,5.1,10.1,20.3,False,9,6,3,2,64.1,1539.4,37.6,1,75.0,48.1,1
1,NH-27 Assam Arterial,Assam,16.4,47.1,2.7,4.7,8.9,False,4,3,1,1,67.8,50.0,11.2,3,45.0,39.1,1
2,NH-13 Trans-Arunachal,Arunachal Pradesh,22.3,71.4,25.3,42.5,97.1,True,5,5,0,3,74.3,1826.4,29.7,0,0.0,41.3,1
3,NH-229 Sela Pass,Arunachal Pradesh,1.0,4.2,2.3,4.6,9.2,False,10,5,5,3,64.1,3753.6,40.3,0,0.0,28.5,0
10,NH-08 Tripura Central,Tripura,0.7,4.2,2.2,4.4,8.8,False,1,0,1,1,37.7,50.0,2.3,0,0.0,7.0,1
2,NH-13 Trans-Arunachal,Arunachal Pradesh,12.4,42.2,7.4,13.6,27.8,False,2,2,0,0,75.0,2009.6,36.7,0,0.0,31.0,1
8,NH-29 Kohima Mountain,Nagaland,2.6,11.7,13.7,32.8,50.3,False,10,2,8,0,60.7,1701.5,29.8,0,0.0,21.4,0
5,SH-05 Cherrapunjee Highland,Meghalaya,0.0,0.2,7.8,11.9,28.1,False,8,8,0,2,37.6,1179.4,39.4,1,75.0,48.3,0
8,NH-29 Kohima Mountain,Nagaland,1.3,7.3,5.3,8.4,16.3,False,2,2,0,0,68.2,1409.7,31.1,0,0.0,21.9,0
2,NH-13 Trans-Arunachal,Arunachal Pradesh,6.0,47.0,45.6,99.0,143.5,True,9,3,6,2,35.0,1952.5,34.3,4,75.0,46.2,1
9,NH-54 Aizawl Ridge,Mizoram,0.7,3.3,0.2,0.4,0.7,False,2,2,0,2,78.1,1256.2,40.7,0,0.0,24.5,0
11,NH-10 Teesta River Canyon,Sikkim,1.7,7.5,3.9,7.8,15.6,False,9,3,6,3,76.7,1797.4,36.9,0,0.0,26.4,0
6,NH-02 Imphal Lifeline,Manipur,11.2,76.7,12.7,19.5,32.7,False,4,3,1,1,38.3,1118.8,30.1,0,0.0,33.1,0
3,NH-229 Sela Pass,Arunachal Pradesh,1.8,10.9,0.2,0.4,0.8,False,8,5,3,4,58.8,4037.5,44.0,0,0.0,29.8,0
7,NH-102 Moreh Border,Manipur,1.9,7.5,1.5,3.0,6.0,False,4,1,3,0,57.5,624.4,18.4,0,0.0,15.8,1
11,NH-10 Teesta River Canyon,Sikkim,32.8,86.1,19.1,42.5,63.5,True,13,4,9,0,56.6,1853.9,54.1,1,45.0,55.0,1
12,NH-27S Haflong Hill,Assam,0.4,2.5,1.3,2.5,5.1,False,4,4,0,0,36.5,847.0,33.6,0,0.0,20.7,0
11,NH-10 Teesta River Canyon,Sikkim,4.5,16.4,7.0,13.7,25.0,False,5,4,1,0,68.4,1785.0,36.4,0,0.0,28.8,0
1,NH-27 Assam Arterial,Assam,8.0,38.0,28.2,52.5,105.9,True,3,1,2,1,30.1,254.3,7.8,1,95.0,39.4,1
4,NH-06 Meghalaya Corridor,Meghalaya,0.2,2.3,0.4,0.7,1.5,False,4,2,2,0,52.7,1435.1,30.3,0,0.0,18.4,0
9,NH-54 Aizawl Ridge,Mizoram,4.6,39.4,15.1,34.4,53.9,False,2,2,0,1,50.4,1276.3,35.3,0,0.0,26.5,1
3,NH-229 Sela Pass,Arunachal Pradesh,36.8,163.2,35.3,61.7,129.4,True,5,3,2,4,53.6,3692.0,55.0,1,45.0,65.3,1
11,NH-10 Teesta River Canyon,Sikkim,9.0,69.4,3.0,4.4,9.8,True,8,8,0,5,65.1,1735.8,40.2,3,75.0,66.4,0
2,NH-13 Trans-Arunachal,Arunachal Pradesh,2.0,9.6,4.9,8.5,17.3,True,4,1,3,0,77.9,1887.0,35.7,0,0.0,22.7,0
2,NH-13 Trans-Arunachal,Arunachal Pradesh,1.6,14.9,0.3,0.8,1.4,False,5,4,1,3,40.3,1609.2,33.5,0,0.0,23.7,1
4,NH-06 Meghalaya Corridor,Meghalaya,25.1,71.4,25.0,48.1,99.7,True,3,3,0,2,57.1,1580.5,18.2,0,0.0,32.5,0
11,NH-10 Teesta River Canyon,Sikkim,8.6,23.0,55.1,90.2,157.5,True,10,5,5,0,54.9,1984.1,39.0,2,45.0,41.9,1
4,NH-06 Meghalaya Corridor,Meghalaya,2.5,8.4,4.4,8.8,17.5,False,7,0,7,1,31.0,1326.2,31.3,0,0.0,12.6,1
3,NH-229 Sela Pass,Arunachal Pradesh,2.0,13.6,3.7,7.4,14.7,False,4,4,0,3,50.7,3992.7,40.0,0,0.0,26.3,1
4,NH-06 Meghalaya Corridor,Meghalaya,1.2,4.7,0.1,0.2,0.3,False,5,5,0,1,82.5,1415.0,25.7,4,95.0,52.2,0
1,NH-27 Assam Arterial,Assam,1.3,5.2,6.7,13.3,26.6,False,2,0,2,2,43.7,54.3,7.2,1,45.0,20.3,0
10,NH-08 Tripura Central,Tripura,0.3,1.5,2.2,4.4,8.8,False,1,1,0,1,27.5,50.0,8.7,0,0.0,8.2,0
12,NH-27S Haflong Hill,Assam,11.1,48.8,6.1,15.2,25.7,True,4,2,2,3,73.2,1134.0,17.8,4,45.0,39.5,1
3,NH-229 Sela Pass,Arunachal Pradesh,0.5,3.7,0.6,1.2,2.3,False,12,8,4,2,88.2,3824.5,39.7,4,75.0,56.7,1
2,NH-13 Trans-Arunachal,Arunachal Pradesh,0.1,0.7,6.7,13.4,26.7,False,5,2,3,0,21.1,1760.8,27.1,0,0.0,12.7,1
4,NH-06 Meghalaya Corridor,Meghalaya,6.4,17.8,3.8,5.6,10.2,False,3,2,1,2,12.2,1504.5,11.4,0,0.0,11.7,0
9,NH-54 Aizawl Ridge,Mizoram,31.8,91.6,19.9,47.2,92.6,True,7,5,2,0,44.8,1196.1,28.1,2,75.0,59.4,1
4,NH-06 Meghalaya Corridor,Meghalaya,73.8,245.1,21.9,40.4,92.7,True,3,3,0,1,62.5,1444.1,9.4,4,45.0,58.5,1
3,NH-229 Sela Pass,Arunachal Pradesh,3.3,11.2,2.4,4.8,9.7,False,5,5,0,4,45.0,3746.2,41.8,0,0.0,27.3,0
7,NH-102 Moreh Border,Manipur,3.2,12.2,78.8,144.0,236.6,True,3,3,0,2,19.7,863.5,14.3,0,0.0,14.3,0
8,NH-29 Kohima Mountain,Nagaland,68.5,277.8,21.8,31.6,52.0,True,3,2,1,2,32.9,1414.0,31.0,0,0.0,45.1,1
3,NH-229 Sela Pass,Arunachal Pradesh,24.5,124.3,12.4,19.7,31.0,True,9,4,5,3,58.6,3587.7,40.9,1,45.0,61.1,1
4,NH-06 Meghalaya Corridor,Meghalaya,0.1,0.5,0.8,1.5,3.1,False,5,2,3,0,29.5,1210.8,31.9,0,0.0,14.9,1
11,NH-10 Teesta River Canyon,Sikkim,1.6,9.7,1.5,3.0,6.1,False,11,6,5,3,32.4,1832.1,48.8,2,45.0,39.8,1
12,NH-27S Haflong Hill,Assam,19.5,71.1,2.4,5.0,10.2,True,6,4,2,2,72.8,926.5,31.6,0,0.0,39.5,1
10,NH-08 Tripura Central,Tripura,49.0,213.6,1.0,2.4,4.5,True,1,0,1,1,40.8,193.1,14.3,0,0.0,39.0,1
10,NH-08 Tripura Central,Tripura,1.6,4.6,27.9,56.9,114.6,True,2,0,2,0,59.4,65.3,2.2,2,45.0,21.5,1
4,NH-06 Meghalaya Corridor,Meghalaya,2.0,12.5,0.4,0.7,1.5,False,2,2,0,1,70.6,1650.1,29.6,2,75.0,41.8,1
10,NH-08 Tripura Central,Tripura,16.1,52.9,9.4,20.8,31.6,True,2,1,1,1,35.1,50.0,15.5,0,0.0,20.9,0
3,NH-229 Sela Pass,Arunachal Pradesh,1.7,7.5,2.2,4.3,8.6,False,6,6,0,1,92.5,3657.3,54.9,0,0.0,37.4,1
11,NH-10 Teesta River Canyon,Sikkim,0.5,2.1,3.3,6.6,13.2,False,6,3,3,0,33.2,1821.1,33.4,0,0.0,18.1,0
4,NH-06 Meghalaya Corridor,Meghalaya,6.0,17.7,49.3,119.6,237.2,True,2,2,0,1,57.6,1350.2,16.8,0,0.0,19.5,1
4,NH-06 Meghalaya Corridor,Meghalaya,13.9,58.6,15.7,29.7,62.9,False,3,0,3,1,67.2,1452.8,25.6,4,45.0,38.2,0
4,NH-06 Meghalaya Corridor,Meghalaya,18.2,94.4,109.7,168.0,288.8,True,2,2,0,0,70.7,1257.6,14.5,2,45.0,47.6,0
10,NH-08 Tripura Central,Tripura,0.3,1.9,0.5,1.1,2.2,False,1,1,0,0,31.8,293.4,15.2,0,0.0,10.2,0
1,NH-27 Assam Arterial,Assam,54.3,137.9,11.5,21.4,36.7,True,1,1,0,0,50.7,112.6,6.4,1,45.0,49.7,0
7,NH-102 Moreh Border,Manipur,14.4,81.4,3.7,7.1,13.9,True,5,0,5,2,48.6,613.2,9.4,0,0.0,25.4,0
8,NH-29 Kohima Mountain,Nagaland,0.5,4.4,15.7,29.7,43.2,True,6,2,4,1,65.7,1457.3,32.4,0,0.0,21.2,0
7,NH-102 Moreh Border,Manipur,0.1,0.5,0.2,0.3,0.6,False,4,1,3,0,32.9,650.7,20.2,0,0.0,11.1,0
2,NH-13 Trans-Arunachal,Arunachal Pradesh,6.8,54.7,3.7,6.0,12.5,False,3,3,0,1,65.6,1844.4,28.7,4,75.0,51.3,0
12,NH-27S Haflong Hill,Assam,4.0,17.0,33.2,59.9,95.3,True,5,5,0,2,34.1,928.1,27.8,0,0.0,24.1,0
3,NH-229 Sela Pass,Arunachal Pradesh,0.4,1.9,7.5,15.0,29.9,False,8,6,2,2,83.9,3741.3,45.3,0,0.0,34.0,0
8,NH-29 Kohima Mountain,Nagaland,2.0,7.2,1.5,3.0,6.0,True,4,1,3,1,40.6,1568.7,25.0,0,0.0,14.5,0
12,NH-27S Haflong Hill,Assam,6.1,47.5,62.3,89.1,177.9,True,3,3,0,1,10.3,1024.2,24.2,4,75.0,40.6,1
12,NH-27S Haflong Hill,Assam,4.7,21.6,4.9,9.7,19.5,False,5,2,3,3,85.8,762.2,38.3,0,0.0,28.9,0
2,NH-13 Trans-Arunachal,Arunachal Pradesh,0.7,6.1,7.6,15.3,30.5,False,6,2,4,3,71.2,1734.7,35.1,0,0.0,22.9,0
11,NH-10 Teesta River Canyon,Sikkim,7.7,51.3,54.5,86.1,126.8,True,8,3,5,3,31.0,1741.1,46.6,4,75.0,49.0,1
10,NH-08 Tripura Central,Tripura,3.2,14.6,17.1,27.2,48.8,False,2,2,0,1,48.4,50.0,5.1,0,0.0,15.2,0
9,NH-54 Aizawl Ridge,Mizoram,2.9,24.0,2.1,4.1,8.3,False,7,2,5,1,29.7,1485.3,27.5,0,0.0,18.8,1
2,NH-13 Trans-Arunachal,Arunachal Pradesh,0.4,2.3,0.2,0.4,0.7,False,4,3,1,1,97.1,1827.3,34.7,0,0.0,28.0,0
12,NH-27S Haflong Hill,Assam,6.4,20.0,17.0,28.3,52.1,False,4,2,2,2,20.7,831.2,40.4,3,45.0,30.4,0
9,NH-54 Aizawl Ridge,Mizoram,0.8,3.4,0.3,0.6,1.2,False,4,4,0,1,41.1,1171.7,24.0,3,75.0,38.4,1
9,NH-54 Aizawl Ridge,Mizoram,16.3,57.5,18.0,33.8,71.7,True,7,4,3,0,34.6,1180.4,32.4,0,0.0,31.2,0
9,NH-54 Aizawl Ridge,Mizoram,1.5,7.2,4.7,9.3,18.6,False,4,1,3,0,56.9,1376.6,37.0,0,0.0,19.4,0
12,NH-27S Haflong Hill,Assam,0.4,3.8,3.1,6.3,12.5,False,4,4,0,6,46.6,999.7,35.5,4,45.0,34.1,1
7,NH-102 Moreh Border,Manipur,0.2,1.2,0.4,0.8,1.6,False,2,1,1,4,31.6,572.5,21.0,0,0.0,11.2,1
5,SH-05 Cherrapunjee Highland,Meghalaya,6.7,19.6,15.3,31.7,49.6,True,10,5,5,1,48.1,1288.8,30.5,2,75.0,46.0,1
11,NH-10 Teesta River Canyon,Sikkim,1.8,16.4,1.8,3.9,8.7,False,7,4,3,0,79.7,1736.5,51.2,0,0.0,33.2,0
8,NH-29 Kohima Mountain,Nagaland,11.0,54.5,15.4,25.3,49.0,False,7,7,0,1,64.3,1589.5,29.9,0,0.0,40.5,1
2,NH-13 Trans-Arunachal,Arunachal Pradesh,5.4,13.9,18.6,39.9,65.7,False,6,5,1,1,53.6,1749.4,37.6,0,0.0,28.3,0
6,NH-02 Imphal Lifeline,Manipur,38.5,100.7,34.8,54.0,106.7,True,4,2,2,2,59.3,1279.7,16.2,3,45.0,47.5,1
11,NH-10 Teesta River Canyon,Sikkim,1.6,13.6,2.8,5.7,11.4,False,6,4,2,1,84.8,1623.6,43.5,0,0.0,32.1,1
3,NH-229 Sela Pass,Arunachal Pradesh,1.9,7.1,0.9,1.8,3.7,False,8,6,2,0,75.4,3743.1,42.0,0,0.0,33.1,1
